,npi_number,name,url,street_address,city,state,zip_code,publish_date,combined_address,latitude,longitude
300,1114975893,Baylor Scott & White Medical Center - Lakeway,https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/20-3749695_BALOR%20SCOTT%20&%20WHITE%20%20MEDICAL%20CENTER%20AT%20LAKEWAY_standardcharges.csv,100 Medical Pkwy,Lakeway,TX,78738,,"['100 Medical Pkwy', 'Lakeway', 'TX']",NA,NA
301,1114976933,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
302,1114979770,"OAKWOOD HEALTHCARE, INC.",https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,10000 TELEGRAPH RD,TAYLOR,MI,48180-3330,2021-01-17 00:00:00 +0000 UTC,"['10000 TELEGRAPH RD', 'TAYLOR', 'MI']",NA,NA
303,1114990827,Encompass Health Rehabilitation Hospital of Sunrise,https://www.encompasshealth.com/locations/sunriserehab/transparency-healthcare,4399 N NOB HILL RD,SUNRISE,FL,333515813,,"['4399 N NOB HILL RD', 'SUNRISE', 'FL']",NA,NA
304,1114991593,Encompass Health Rehabilitation Hospital of North Alabama,https://encompasshealth.com/locations/huntsvillerehab/transparency-healthcare,107 GOVERNORS DR SW,HUNTSVILLE,AL,35801,,"['107 GOVERNORS DR SW', 'HUNTSVILLE', 'AL']",NA,NA
305,1114991874,Encompass Health Rehabilitation Hospital of Henderson,https://encompasshealth.com/locations/hendersonrehab/transparency-healthcare,10301 JEFFREYS ST,HENDERSON,NV,890523922,,"['10301 JEFFREYS ST', 'HENDERSON', 'NV']",NA,NA
306,1124061064,Baylor Scott & White T. Boone Pickens Cancer Hospital,https://www.bswrehab.com/-/media/project/baylorrehab/dotcom/usa/documents/pricing-confirmation-documents/cms-hospital-pricing-transparency-dallas.csv?t=20210106160139,3535 Worth St,Dallas,TX,75246,,"['3535 Worth St', 'Dallas', 'TX']",NA,NA
307,1124065255.0,TriStar Southern Hills,https://tristarsouthernhills.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1000 Health Park Dr. Ste. 50,Brentwood,TN,37027.0,2021-01-01 00:00:00 +0000 UTC,"['1000 Health Park Dr. Ste. 50', 'Brentwood', 'TN']",NA,NA
308,1124083894,Aspirus Divine Savior Hospital,https://www.aspirus.org/Uploads/Public/Documents/ChargeMasters/39-0806250_Aspirus%20Divine%20Savior_standard%20charges.CSV,2817 New Pinery Rd,Portage,WI,53901-0387,,"['2817 New Pinery Rd', 'Portage', 'WI']",NA,NA
309,1124084678,ASCENSION GOOD SAMARITAN HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390808503_ascension-good-samaritan-hospital_standardcharges.xlsx,601 S CENTER AVE,MERRILL,WI,54452-3404,,"['601 S CENTER AVE', 'MERRILL', 'WI']",NA,NA
310,1124098421,Renown Regional Medical Center,https://www.renown.org/wp-content/uploads/88-0213754_Renown-Regional-Medical-Center_Standard-Charges_20210101.xlsx,1155 Mill Street,Reno,NV,89502-1474,,"['1155 Mill Street', 'Reno', 'NV']",NA,NA
311,1124099858,ST. JOHN MACOMB OAKLAND HOSPITAL-WARREN CAMPUS,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/mi/383322109_ascension-macomb-oakland-hospital-warren-campus_standardcharges.xlsx,11800 E 12 MILE RD,WARREN,MI,48093,,"['11800 E 12 MILE RD', 'WARREN', 'MI']",NA,NA
312,1124135132,Sutter Delta Medical Center,https://www.sutterhealth.org/pdf/chargemaster/chargemaster-sdmc.csv,3901 Lone Tree Way,Antioch,CA,94509,2021-02-17 00:00:00 +0000 UTC,"['3901 Lone Tree Way', 'Antioch', 'CA']",NA,NA
313,1124137054,ASCENSION SETON NORTHWEST,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-northwest_standardcharges.xlsx,11113 RESEARCH,AUSTIN,TX,78759-5236,,"['11113 RESEARCH', 'AUSTIN', 'TX']",NA,NA
314,1124305065,Baylor Scott & White The Heart Hospital - McKinney,https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/41-2101361_THE%20HEART%20HOSPITAL%20BAYLOR%20MCKINNEY_standardcharges.csvhttps://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/41-2101361,5268 W University Dr,McKinney,TX,75071,,"['5268 W University Dr', 'McKinney', 'TX']",NA,NA
315,1124380969,Memorial Hospital Jacksonville,https://memorialhospitaljax.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,3625 University Blvd. S,Jacksonville,FL,32216,2021-01-01 00:00:00 +0000 UTC,"['3625 University Blvd. S', 'Jacksonville', 'FL']",NA,NA
316,1124402854,Vibra Hospital of Denver,https://vhdenver.com/wp-content/uploads/sites/27/2021/02/462626155_Vibra-Rehabilitation-Hospital-of-Denver_Standard-Charges.xlsx,8451 Pearl Street, Thornton,CO,80229,,"['8451 Pearl Street', ' Thornton', 'CO']",NA,NA
317,1134117575,ST VINCENTS MEDICAL CENTER RIVERSIDE,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/590624449_ascension-st-vincents-riverside_standardcharges.xlsx,1 SHIRCLIFF WAY,JACKSONVILLE,FL,32204-4748,,"['1 SHIRCLIFF WAY', 'JACKSONVILLE', 'FL']",NA,NA
318,1134133895,"OAKWOOD HEALTHCARE, INC.",https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,5450 FORT ST,TRENTON,MI,48183-4601,2021-01-17 00:00:00 +0000 UTC,"['5450 FORT ST', 'TRENTON', 'MI']",NA,NA
319,1134140825,Sanford Chamberlain Medical Center,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/sanford-chamberlain-2021.csv?la=en&hash=66ECA4877C7A32E6D7BF72E87DCA44631719CBF7,300 S Byron Blvd,Chamberlain,SD,57325-9741,,"['300 S Byron Blvd', 'Chamberlain', 'SD']",NA,NA
320,1134172406,Medical City Arlington,https://core.secure.ehc.com/src/util/detail-price-list/62-1682201_medical-city-arlington_standardcharges.csv,3301 Matlock Rd,Arlington,TX,76015,2021-01-04 00:00:00 +0000 UTC,"['3301 Matlock Rd', 'Arlington', 'TX']",NA,NA
321,1134178957,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
322,1134183171,HOWARD YOUNG MEDICAL CENTER INC OF WOODRUFF WISCONSIN,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390873606_howard-young-medical-center_standardcharges.xlsx,240 MAPLE STREET,WOODRUFF,WI,54568,,"['240 MAPLE STREET', 'WOODRUFF', 'WI']",NA,NA
323,1134186315,Clark Memorial Health,https://www.clarkmemorial.org/Content/Uploads/Clark Memorial Hospital/files/47-4000401_CLARK_MEMORIAL_HOSPITAL_StandardCharges.zip,1220 Missouri Avenue,Jeffersonville,IN,47130,,"['1220 Missouri Avenue', 'Jeffersonville', 'IN']",NA,NA
324,1134187842.0,Research Medical Center,https://researchmedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,2316 E Meyer Blvd,Kansas City,MO,64132.0,2021-01-01 00:00:00 +0000 UTC,"['2316 E Meyer Blvd', 'Kansas City', 'MO']",NA,NA
325,1134274897,West Los Angeles Medical Center,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941340523_WestLosAngelesMedicalCenter_standardcharges.xlsx,6041 Cadillac Ave,Los Angeles,CA,90034,2021-01-01 00:00:00 +0000 UTC,"['6041 Cadillac Ave', 'Los Angeles', 'CA']",NA,NA
326,1134278435,Scott Regional Medical Center,https://www.rushhealthsystems.org/sites/rhs/assets/File/Patients%20and%20Visitors/Pricing%20Transparency/Scott-Regional.csv,317 Highway 13 S,Morton,MS,39117-3353,,"['317 Highway 13 S', 'Morton', 'MS']",NA,NA
327,1134299522,San Francisco Medical Center,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941340523_SanFranciscoMedicalCenter_standardcharges.xlsx,2525 Geary Blvd,San Francisco,CA,94115,2021-01-01 00:00:00 +0000 UTC,"['2525 Geary Blvd', 'San Francisco', 'CA']",NA,NA
328,1134436553.0,Palms West Hospital,https://palmswesthospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,13001 Southern Blvd,Loxahatchee,FL,33470.0,2021-01-01 00:00:00 +0000 UTC,"['13001 Southern Blvd', 'Loxahatchee', 'FL']",NA,NA
329,1134564693,Vibra Hospital of Sacramento,https://vhsacramento.com/wp-content/uploads/sites/34/2021/02/462632244_Vibra-Hospital-of-Sacramento_Standard-Charges.xlsx,330 Montrose Drive, Folsom,CA,95630,,"['330 Montrose Drive', ' Folsom', 'CA']",NA,NA
330,1104987726,Georgetown Community Hospital,http://www.georgetowncommunityhospital.com/Content/Uploads/Georgetown Community Hospital/files/621757921_Georgetown_Community_Standard_Charges_12192020.zip,1140 Lexington Rd,Georgetown,KY,40324,,"['1140 Lexington Rd', 'Georgetown', 'KY']",NA,NA
331,1114003175,Southern Tennessee Regional Health System - Lawrenceburg,https://www.southerntnlawrenceburg.com/Content/Uploads/Southern Tennessee - Lawrenceburg/files/621762364%20STRHS%20-%20Lawrenceburg%20Standard%20Charges%2012152020.zip,1607 South Locust Avenue,Lawrenceburg,TN,38464,,"['1607 South Locust Avenue', 'Lawrenceburg', 'TN']",NA,NA
332,1114040128,Encompass Health Rehabilitation Hospital of Fredericksburg,https://www.encompasshealth.com/locations/fredericksburgrehab/transparency-healthcare,300 PARK HILL DR,FREDERICKSBURG,VA,22401,,"['300 PARK HILL DR', 'FREDERICKSBURG', 'VA']",NA,NA
333,1114163912,FLORIDA HOSPITAL NORTH PINELLAS,https://www.adventhealth.com/sites/default/files/CDM/2021/590898901_AdventHealthNorth Pinellas_standardcharges.xml,1395 S PINELLAS AVE,TARPON SPRINGS,FL,34689,2021-01-26 00:00:00 +0000 UTC,"['1395 S PINELLAS AVE', 'TARPON SPRINGS', 'FL']",NA,NA
334,1114281250,Sanford Mayville,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/sanford-mayville-2021.csv?la=en&hash=3AAA761655E80E693F7FC9DA838908912CDCA643,600 1st St Se,Mayville,ND,58257-1518,,"['600 1st St Se', 'Mayville', 'ND']",NA,NA
335,1114292141,Twin County Regional Healthcare,http://www.tcrh.org/Content/Uploads/Twin County Regional Healthcare/files/454601843_Twin_County_Regional_Standard_Charges_12202020.zip,200 Hospital Drive,Galax,VA,24333,,"['200 Hospital Drive', 'Galax', 'VA']",NA,NA
336,1114925047,Lost Rivers Medical Center,https://www.lostriversmedical.com/wp-content/uploads/2020/02/Copy-of-JAN-2020-CHARGEMASTER-POST.xlsx,551 Highland Dr,Arco,ID,83213-9771,,"['551 Highland Dr', 'Arco', 'ID']",NA,NA
337,1114942869,CHI Health Richard Young Behavioral Health,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_LHRC_RY.csv,1755 Prairie View Pl,Kearney,NE,68845,2021-01-01 00:00:00 +0000 UTC,"['1755 Prairie View Pl', 'Kearney', 'NE']",NA,NA
338,1114964178,Rio Grande Regional Hospital,https://riohealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,101 East Ridge Road,Mcallen,TX,78503,2021-01-01 00:00:00 +0000 UTC,"['101 East Ridge Road', 'Mcallen', 'TX']",NA,NA
339,1114964244.0,Blake Medical Center,https://blakemedicalcenter.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,2020 59th St West,Bradenton,FL,34209.0,2021-01-01 00:00:00 +0000 UTC,"['2020 59th St West', 'Bradenton', 'FL']",NA,NA
340,1003833013,ASCENSION SETON HIGHLAND LAKES,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/tx/741109643_ascension-seton-highland-lakes_standardcharges.xlsx,3201 S WATER ST,BURNET,TX,78611-4510,,"['3201 S WATER ST', 'BURNET', 'TX']",NA,NA
341,1003853185.0,Dominion Hospital,https://dominionhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,901 E. Cary St Suite 210,Richmond,VA,,2021-01-01 00:00:00 +0000 UTC,"['901 E. Cary St Suite 210', 'Richmond', 'VA']",NA,NA
342,1003858408,Frisbie Memorial Hospital,https://frisbiehospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,11 Whitehall Road,Rochester,NH,03867,2021-01-01 00:00:00 +0000 UTC,"['11 Whitehall Road', 'Rochester', 'NH']",NA,NA
343,1003858408.0,Frisbie Memorial Hospital,https://frisbiehospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,11 Whitehall Road,Rochester,NH,3867.0,2021-01-01 00:00:00 +0000 UTC,"['11 Whitehall Road', 'Rochester', 'NH']",NA,NA
344,1003862053.0,Doctors Hospital of Sarasota,https://doctorsofsarasota.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,5731 Bee Ridge Rd,Sarasota,FL,34233.0,2021-01-01 00:00:00 +0000 UTC,"['5731 Bee Ridge Rd', 'Sarasota', 'FL']",NA,NA
345,1003865825,WILLIAM BEAUMONT HOSPITAL,https://www.beaumont.org/patients-families/billing/pricing/2021-beaumont-health-price-transparency-information,3601 W 13 MILE RD,ROYAL OAK,MI,48073-6712,2021-01-16 00:00:00 +0000 UTC,"['3601 W 13 MILE RD', 'ROYAL OAK', 'MI']",NA,NA
346,1003873225,The Specialty Hospital Of Meridian,https://www.rushhealthsystems.org/sites/rhs/assets/File/Patients%20and%20Visitors/Pricing%20Transparency/Specialty-Hospital.csv,1314 19th Ave,Meridian,MS,39301-4116,,"['1314 19th Ave', 'Meridian', 'MS']",NA,NA
347,1003887266,Avera Missouri River Health Center,https://www.avera.org/app/files/public/74005/gettysburg-hospital-pricing.xls,606 E Garfield Ave,Gettysburg,SD,57442-1325,,"['606 E Garfield Ave', 'Gettysburg', 'SD']",NA,NA
348,1003905092,Kula Hospital,https://res.cloudinary.com/dpmykpsih/raw/upload/maui-health-site-309/media/r/277d6ed9c75d432280af6ce579b68728/811559375_kulahospital_standarcharges.xlsx,628 Seventh Street,Lanai,HI,96763,,"['628 Seventh Street', 'Lanai', 'HI']",NA,NA
349,1003908443.0,Mercy Miami Hospital,https://mercymiami.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,3663 S Miami Ave,Miami,FL,33133.0,2021-01-01 00:00:00 +0000 UTC,"['3663 S Miami Ave', 'Miami', 'FL']",NA,NA
350,1013017839,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/il/364251848_alexian-brothers-behavioral-health-hospital_standardcharges.xlsx,1650 MOON LAKE BOULEVARD,HOFFMAN ESTATES,IL,60169,,"['1650 MOON LAKE BOULEVARD', 'HOFFMAN ESTATES', 'IL']",NA,NA
351,1013062769,Zion Medical Center,https://healthy.kaiserpermanente.org/content/dam/kporg/final/documents/health-plan-documents/coverage-information/941340523_SanDiegoMedicalCenter_standardcharges.xlsx,4647 Zion Ave,San Diego,CA,92120,2021-01-01 00:00:00 +0000 UTC,"['4647 Zion Ave', 'San Diego', 'CA']",NA,NA
352,1013085083,Baylor Scott & White Continuing Care Hospital - Temple,https://www.bswhealth.com/SiteCollectionDocuments/patient-tools/estimate-cost-of-care/20-2850920_BAYLOR%20%20SCOTT%20&%20WHITE%20%20CONTINUING%20CARE%20HOSPITAL_standardcharges.csv,546 N Kegley Rd,Temple,TX,76502,,"['546 N Kegley Rd', 'Temple', 'TX']",NA,NA
353,1013100692,Abrazo West Campus,https://www.abrazohealth.com/docs/global/standard-charges/621867232_abrazowestcampus_standardcharges.json?sfvrsn=ec8fddff_4&download=true,13677 West McDowell Rd.,Goodyear,AZ,85395,,"['13677 West McDowell Rd.', 'Goodyear', 'AZ']",NA,NA
354,1013109305,South Texas Health System Children’s,https://uhsfilecdn.eskycity.net/ac/south-texas-healthcare-system_standard-charges.csv,1102 W. Trenton Road,Edinburg,TX,78539,,"['1102 W. Trenton Road', 'Edinburg', 'TX']",NA,NA
355,1013176544,Sebasticook Valley Health,https://northernlighthealth.org/Billing-and-Financial-Services/DRG-and-Standard-Charge-Information/Standard-Charge-Information/Sebasticook-Valley-Hospital-CDM-3-4-19,447 N Main St,Pittsfield,ME,04967-3707,,"['447 N Main St', 'Pittsfield', 'ME']",NA,NA
356,1013206812,Hendricks Community Hospital,https://www.avera.org/app/files/public/74011/hendricks-community-hospital-pricing.xls,501 E LINCOLN ST,HENDRICKS,MN,56136-9598,,"['501 E LINCOLN ST', 'HENDRICKS', 'MN']",NA,NA
357,1013233741,Ottumwa Regional Health Center,https://www.ottumwaregionalhealth.com/wp-content/uploads/2021/01/27-2200283_OTTUMWA_REGIONAL_HEALTH_CENTER_StandardCharges.zip,1001 Pennsylvania Avenue,Ottumwa,IA,52501,,"['1001 Pennsylvania Avenue', 'Ottumwa', 'IA']",NA,NA
358,1013251594,Scott Memorial Health,http://www.scottmemorial.com/Content/Uploads/Scott Memorial/files/461113518%20Scott%20Memorial%20Hospital%20Standard%20Charges%2012152020.zip,1451 N. Gardner P.O. Box 430,Scottsburg,IN,47170,,"['1451 N. Gardner P.O. Box 430', 'Scottsburg', 'IN']",NA,NA
359,1013261296,Encompass Health Rehabilitation Hospital of Littleton,https://encompasshealth.com/locations/littletonrehab/transparency-healthcare,1001 WEST MINERAL AVENUE,LITTLETON,CO,80120,,"['1001 WEST MINERAL AVENUE', 'LITTLETON', 'CO']",NA,NA
360,1013261700.0,Ocala Health,https://ocalahealthsystem.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1431 SW 1st Ave,Ocala,FL,34471.0,2021-01-01 00:00:00 +0000 UTC,"['1431 SW 1st Ave', 'Ocala', 'FL']",NA,NA
361,1013338581,Martha's Vineyard Hospital,https://healthcare.partners.org/pricetransparency/042104691_Marthas-Vineyard-Hospital_StandardCharges.zip,One Hospital Road,Oak Bluffs,MA,02557,,"['One Hospital Road', 'Oak Bluffs', 'MA']",NA,NA
362,1013346501,Euclid Hospital,https://my.clevelandclinic.org/-/scassets/files/org/patients-visitors/hospital-standard-charge-files/euclid-hospital.ashx,18901 Lakeshore Blvd.,Euclid,OH,44119,2020-12-31 00:00:00 +0000 UTC,"['18901 Lakeshore Blvd.', 'Euclid', 'OH']",NA,NA
363,1013921733,Sanford Clinic Vermillion,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/sanford-vermillion-2021.csv?la=en&hash=DC0BA27F0878E6D7E2AAE39963F24C73AEA116BB,20 S Plum St,Vermillion,SD,57069-3346,,"['20 S Plum St', 'Vermillion', 'SD']",NA,NA
364,1013950385.0,Lakeview Hospital,https://lakeviewhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,"6985 Union Park Center, Suite 500",Cottonwood Heights,UT,84047.0,2021-01-01 00:00:00 +0000 UTC,"['6985 Union Park Center, Suite 500', 'Cottonwood Heights', 'UT']",NA,NA
365,1013961093.0,MountainView Hospital,https://mountainview-hospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,3100 N Tenaya Way,Las Vegas,NV,89128.0,2021-01-01 00:00:00 +0000 UTC,"['3100 N Tenaya Way', 'Las Vegas', 'NV']",NA,NA
366,1013961838,Oak Hill Hospital,https://oakhillhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,11375 Cortez Blvd,Brooksville,FL,34613,2021-01-01 00:00:00 +0000 UTC,"['11375 Cortez Blvd', 'Brooksville', 'FL']",NA,NA
367,1013961838.0,Oak Hill Hospital,https://oakhillhospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,11375 Cortez Blvd,Brooksville,FL,34613.0,2021-01-01 00:00:00 +0000 UTC,"['11375 Cortez Blvd', 'Brooksville', 'FL']",NA,NA
368,1023003969,Avera Heart Hospital Of South Dakota,https://www.avera.org/app/files/public/74008/heart-hospital-pricing.xls,4500 W 69th St,Sioux Falls,SD,57108-8148,,"['4500 W 69th St', 'Sioux Falls', 'SD']",NA,NA
369,1023033776,CHI Health Good Samaritan,https://www.chihealth.com/content/dam/chi-health/website/documents/cost-estimates/Charges_CSVreport_11_Jan_2021_GoodSam.csv,10 E 31St St,Kearney,NE,68847,2021-01-01 00:00:00 +0000 UTC,"['10 E 31St St', 'Kearney', 'NE']",NA,NA
370,1023051034.0,HealthONE,https://healthonecares.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,4900 S. Monaco St.,Denver,CO,80237.0,2021-01-01 00:00:00 +0000 UTC,"['4900 S. Monaco St.', 'Denver', 'CO']",NA,NA
371,1023055084.0,Rio Grande Regional Hospital,https://riohealth.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,101 East Ridge Road,McAllen,TX,78503.0,2021-01-01 00:00:00 +0000 UTC,"['101 East Ridge Road', 'McAllen', 'TX']",NA,NA
372,1023055126.0,TriStar Centennial,https://tristarcentennial.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,1000 Health Park Dr. Ste. 50,Brentwood,TN,37027.0,2021-01-01 00:00:00 +0000 UTC,"['1000 Health Park Dr. Ste. 50', 'Brentwood', 'TN']",NA,NA
373,1023057809,Northern Light Blue Hill Hospital,https://northernlighthealth.org/Billing-and-Financial-Services/DRG-and-Standard-Charge-Information/Standard-Charge-Information/Blue-Hill-Hospital-CDM-3-4-19,57 Water Street,Blue Hill,ME,4614,,"['57 Water Street', 'Blue Hill', 'ME']",NA,NA
374,1023061405,Grandview Medical Center,https://www.grandviewhealth.com/Uploads/Public/Documents/charge-masters/203391873_Grandview_standardcharges.csv,3690 Grandview Pkwy,Birmingham,AL,35243-3326,,"['3690 Grandview Pkwy', 'Birmingham', 'AL']",NA,NA
375,1023065356,"ASCENSION NE WISCONSIN MERCY HOSPITAL, INC",https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/wi/390816818_ascension-ne-wisconsin-mercy-campus_standardcharges.xlsx,500 S OAKWOOD RD,OSHKOSH,WI,54904-7944,,"['500 S OAKWOOD RD', 'OSHKOSH', 'WI']",NA,NA
376,1023065729.0,West Hills Hospital,https://westhillshospital.com/about/legal/pricing-transparency-cms-required-file-of-standard-charges.dot,7300 Medical Center Dr,West Hills,CA,91307.0,2021-01-01 00:00:00 +0000 UTC,"['7300 Medical Center Dr', 'West Hills', 'CA']",NA,NA
377,1548247489,JANE PHILLIPS NOWATA HEALTH CENTER,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/ok/731440267_ascension-st-john-nowata_standardcharges.xlsx,237 S. LOCUST,NOWATA,OK,74048-0426,,"['237 S. LOCUST', 'NOWATA', 'OK']",NA,NA
378,1548250582,Northern Nevada Medical Center,https://uhsfilecdn.eskycity.net/ac/northern-nevada-medical-center_standard-charges.csv,2375 E Prater Way,Sparks,NV,89434-9641,,"['2375 E Prater Way', 'Sparks', 'NV']",NA,NA
379,1548260284,IU Health Bedford Hospital,https://cdn.iuhealth.org/resources/23-7042323_IU-Health-Bedford-Hospital_standardcharges.txt?mtime=20210202164713&focal=none,2900 W 16th St,Bedford,IN,47421,,"['2900 W 16th St', 'Bedford', 'IN']",NA,NA
380,1548272818,Milbank Area Hospital,https://www.avera.org/app/files/public/74018/milbank-area-hospital-pricing.xls,301 Flynn Dr,Milbank,SD,57252-1502,,"['301 Flynn Dr', 'Milbank', 'SD']",NA,NA
381,1548275134,CMH Regional Health System,https://www.cmhregional.com/sites/clinton/assets/uploads/27-3633811_CLINTON_MEMORIAL_HOSPITAL_StandardCharges_1.zip,610 W. Main St.,Wilmington,OH,45177,,"['610 W. Main St.', 'Wilmington', 'OH']",NA,NA
382,1548293343,Danbury Hospital,https://www.danburyhospital.org/-/media/wchn/shared/files/billing/wchn-federal-chargemaster-docs/dh-chargemaster.xlsx?la=en&hash=D58AABC12CFF461382CB240802597F104FE3B939,24 Hospital Ave,Danbury,CT,06810-6099,,"['24 Hospital Ave', 'Danbury', 'CT']",NA,NA
383,1548546088,Encompass Health Rehabilitation Hospital of Austin,https://encompasshealth.com/locations/austinrehab/transparency-healthcare,330 W. BEN WHITE BLVD.,AUSTIN,TX,78704,,"['330 W. BEN WHITE BLVD.', 'AUSTIN', 'TX']",NA,NA
384,1548824824,AdventHealth Kissimmee,https://www.adventhealth.com/sites/default/files/CDM/2021/591479658_AdventHealthOrlando_standardcharges.xml,10987 Sheldon Rd Ste 100,Tampa,FL,33626,2021-01-01 00:00:00 +0000 UTC,"['10987 Sheldon Rd Ste 100', 'Tampa', 'FL']",NA,NA
385,1558328435,New Ulm Medical Center,https://www.allinahealth.org/-/media/allina-health/files/customer-service/billing-and-insurance/363261413-new-ulm-standardcharges.xlsx?la=en&hash=17E4A2728D125BDB6469F58B3B64D164,,New Ulm,MN,,,"[nan, 'New Ulm', 'MN']",NA,NA
386,1558391771,SACRED HEART HOSPITAL ON THE EMERALD COAST,https://healthcare.ascension.org/-/media/project/ascension/healthcare/price-transparency-files/fl/721529708_ascension-sacred-heart-emerald-coast_standardcharges.xlsx,7800 US HIGHWAY 98 W,DESTIN,FL,32550-7228,,"['7800 US HIGHWAY 98 W', 'DESTIN', 'FL']",NA,NA
387,1558423632,Floyd Valley Healthcare,https://www.avera.org/app/files/public/74004/floyd-valley-hospital-pricing.xls,714 Lincoln St Ne,Le Mars,IA,51031-3314,,"['714 Lincoln St Ne', 'Le Mars', 'IA']",NA,NA
388,1558436006,Vibra Specialty Hospital of Portland,https://vshportland.com/wp-content/uploads/sites/39/2021/02/205338343_Vibra-Specialty-Hospital-of-Portland_Standard-Charges.xlsx,10300 NE Hancock St., Portland,OR,97220,,"['10300 NE Hancock St.', ' Portland', 'OR']",NA,NA
389,1558441311,Kau Hospital,https://hhsc.pt.panaceainc.com/MRFDownload/hhsc/kau,1 Kamani Street,Pahala,HI,96777,,"['1 Kamani Street', 'Pahala', 'HI']",NA,NA
390,1558463745,Saint Mary’s Regional Health System,http://www.saintmarysregional.com/wp-content/uploads/2021/01/62-1771866_SAINT_MARYS_REGIONAL_HEALTH_SYSTEM_StandardCharges.zip,1808 West Main Street,Russellville,AR,72801,,"['1808 West Main Street', 'Russellville', 'AR']",NA,NA
391,1558582429,Bonner General Hospital,https://www.bonnergeneral.org/wp-content/uploads/2020/03/CDM4WEBSITE.csv,520 N 3rd Ave,Sandpoint,ID,83864-1507,,"['520 N 3rd Ave', 'Sandpoint', 'ID']",NA,NA
392,1558904417,Lakes Regional Healthcare,https://www.avera.org/app/files/public/74013/lakes-regional-healthcare-pricing.xls,2408 Zenith Avenue,Spirit Lake,IA,51360,,"['2408 Zenith Avenue', 'Spirit Lake', 'IA']",NA,NA
393,1558968560,Sanford Bismarck,https://www.sanfordhealth.org/-/media/org/files/patients-and-visitors/billing-insurance/price-estimates/sanford-medical-center-bismarck.csv?la=en&hash=8A22F771B66EC7161743E717DF037BA56732A6D1,300 N 7th St,Bismarck,ND,58501-4439,,"['300 N 7th St', 'Bismarck', 'ND']",NA,NA
